Name,Age,Income,Satisfaction,Feedback
Ashley Miller,39.0,48730.2199545615,Medium,Neutral
Robin Hardin,78.0,45694.62887957989,Medium,Positive
Denise Sanders,,65733.61200881694,Medium,Neutral
Jacob Strickland,68.0,52608.63404832461,High,
Brandon Spears,64.0,,Medium,
Kimberly Carr,77.0,51490.473106965335,High,Positive
Lisa Price,20.0,68501.73221391904,Medium,Neutral
Robin Carter,,74329.12721385353,Low,Neutral
Robert Taylor,,36991.53173425938,Low,Negative
Thomas Vasquez,31.0,12083.641677527223,Medium,Positive
Natalie Moody,27.0,51029.742707275145,High,Negative
Melinda Dunlap,28.0,66834.44244013046,Medium,Positive
Erin Rose,42.0,53441.151949330764,High,
Benjamin Thomas,71.0,56148.08121904284,High,Positive
Emily Smith,77.0,,High,
Juan Holmes,66.0,34290.78121391578,High,Positive
Michele Hodges,56.0,57228.8999233536,High,Neutral
James Aguilar,20.0,33474.362081161584,Medium,
Brenda Brown,60.0,50354.069254288195,High,Negative
Dr. Anita Frost MD,66.0,52334.102419798575,High,Negative
Ashley Pruitt,57.0,53587.01989006656,High,Positive
Andrew Robinson,25.0,54866.27635608458,High,Negative
Michael Chung,36.0,70002.28855712755,Low,Negative
Rachael Miller,40.0,24338.419236372414,Low,Positive
Nathan Hicks,75.0,35610.55853397636,Medium,
Renee Hale,,55585.74694215732,High,
Jeremy Smith,79.0,61397.40435216279,High,
Jacob Mason,52.0,50411.48690596313,Medium,Positive
Jennifer Hess,61.0,37460.26820995478,Medium,Positive
Darrell Richards,36.0,74972.75636744898,Low,Neutral
Jesse Jones,34.0,53726.80417954328,Medium,
Shelby Dixon,,60791.15119308708,Medium,
Sherri Weiss,49.0,36155.91167350704,High,Neutral
Victoria White,46.0,28640.72280376409,High,Negative
Sarah Shelton,67.0,43943.22118791606,Low,
Jason Benson,58.0,52524.51637675982,High,
Rachel Griffith,61.0,35370.10265349858,High,
Amanda Lewis,42.0,37499.12440050215,,Neutral
Chad Rodriguez,36.0,59194.725743646224,High,Negative
Anthony Gardner,35.0,,High,Negative
Amy Frank,37.0,58960.303406155435,,Neutral
Yvette Rasmussen PhD,67.0,50243.123472530526,Low,
Sarah Elliott,55.0,49321.18410577946,Medium,Neutral
Bill Chase,63.0,56188.76172777838,High,Positive
Anne Grant DDS,50.0,67784.74675612224,Medium,Neutral
Brandon Ayala,69.0,62523.64714386502,Low,Neutral
Justin Martin,63.0,60127.14744262386,Low,Positive
Brandon Evans,62.0,87516.70180372204,High,
Elizabeth Martin,47.0,44751.657390726454,Low,
Molly Williams,47.0,49099.940150189264,High,Negative
Leslie Williams DDS,51.0,30876.17108770862,Medium,Neutral
John Hart,78.0,53191.47531365497,Medium,Negative
Dawn Ferguson,26.0,69809.33598065867,,Neutral
Patrick Burke,53.0,,High,
Zoe Sutton,32.0,77677.17569831555,,Negative
David Weber,,29443.41974790609,Low,Negative
Terry Moon,,26915.101139758666,Medium,
Justin Anderson,37.0,53549.922017722274,High,Positive
Daniel Sutton,38.0,60641.3421850904,Low,Positive
James Robinson,44.0,61597.035735096535,Low,
Lisa Moran,35.0,53287.80608448381,High,
Seth Martin,46.0,38058.78110036894,Low,
Rachel Payne,54.0,66519.44245652287,Medium,Neutral
Holly Hernandez,,47628.41702250814,Low,Negative
Erica Brooks,18.0,37942.08660924474,,Negative
Amber Cantu,76.0,64507.42382726732,High,
Kimberly Jones,57.0,80401.52456539593,Low,
William Cruz,60.0,58828.876056009496,High,Negative
Jacob Wood,37.0,37277.845181795,Medium,Neutral
Manuel Hudson,39.0,41149.4621038429,High,
Michael Williams,42.0,73685.68546688466,Low,Neutral
Christine Howard,55.0,59922.03116375042,,Negative
George Watkins,39.0,40143.17912635242,Medium,Negative
Juan Kent,72.0,39735.668254418655,,Negative
Cindy Chung,,43001.98515056018,High,
Tammy Reynolds,29.0,31788.554813197694,High,Neutral
Manuel Miller,64.0,53659.10835632515,High,Positive
Ashley Jackson,45.0,54816.41758660716,High,
John Huffman,52.0,34688.63221536213,High,Negative
Kim Blevins,35.0,65774.85399704447,Low,
Joan Turner MD,55.0,23286.387397212715,High,
David Lindsey,53.0,70429.84082457851,Low,Positive
Heidi Green,,52049.986171580436,,Positive
Mrs. Sarah Luna,26.0,50670.91768042338,High,Negative
Kayla Fischer,57.0,1334.9329362130738,Medium,
Joseph Knox,56.0,48908.243800575394,High,Positive
Lauren Campbell,,35598.40585089456,Low,Negative
David Long,,72619.21319200497,Low,
Dana Collins,,50245.5042633984,High,
Joseph Williams,58.0,81707.86572170092,Medium,
Brandon Mccormick,69.0,36773.099772547714,High,Positive
Michelle Williams,42.0,69463.04700588479,High,Neutral
Jared Myers,34.0,50342.98947831426,Medium,Neutral
Jerry Smith,73.0,55510.84720340808,Medium,
Eric Adams,,57695.05139428076,High,Negative
Adam Herman,73.0,59396.72087057557,Low,Positive
Kenneth Taylor,36.0,35094.2084642612,High,Negative
Gabriela Garcia,25.0,58763.48092959449,High,Negative
Anthony Garza,60.0,55581.40988481011,Low,
Mike Harris,68.0,62184.84601978525,Low,
Jordan Bond,,60303.28837731533,Low,
Melissa Hall,52.0,51715.54693564213,Medium,Neutral
Joy Mitchell,,49513.923826399856,High,Positive
Carlos Edwards,27.0,49610.96603227425,High,
Justin Stewart,38.0,43476.793668871076,Low,Neutral
Lisa Johnson,68.0,39408.06129003074,Medium,
Brandy Mendoza,33.0,28446.226509471766,Medium,Negative
Kimberly West,47.0,52073.545248942624,High,Negative
Louis Smith,53.0,47485.82742643912,Medium,Positive
April Carney DDS,61.0,39220.469764152775,Low,Negative
Mr. Travis May,69.0,14751.32257809426,High,Neutral
Samantha Rocha,45.0,43899.23229504981,Medium,
Scott Smith,45.0,69021.52831481668,High,Positive
Edward Barron,38.0,35851.18429375145,Low,Neutral
Timothy Mendez,,55352.67166357105,,Neutral
Karen Perkins,61.0,45292.8687955808,,Neutral
Victoria Brown,70.0,56964.95561858895,High,
Jessica Pacheco,36.0,67649.21975365431,Low,Neutral
Wendy Ward,55.0,38530.821036654306,Medium,
Lindsey Mccarthy,48.0,53772.81890338137,High,Neutral
George Smith,59.0,43841.06705927894,High,Neutral
Elizabeth Wilson,61.0,42950.04603212165,Medium,Neutral
Brittany Davis,,32133.90719097158,,Positive
Daniel Wolf,47.0,51091.23843749552,Medium,Negative
Richard Smith,,50851.47586686164,Medium,Negative
Colleen Thomas,47.0,67119.51121631342,Low,
Melissa Brady,64.0,68083.08699252951,High,Neutral
Johnathan Navarro,,37498.567035801956,Medium,Positive
Robert Jones,49.0,44835.460353954055,Low,
Lauren Rivera,41.0,56471.49661947576,Medium,Positive
Shelly Bright,53.0,43242.159725390695,Low,Neutral
Brandon Gomez,64.0,69440.75503074439,Low,
Mrs. Angel Hernandez,46.0,46921.44744676779,Low,Neutral
Sarah Jenkins,73.0,75018.87307153964,Medium,
Robert Orr,38.0,45955.87134898444,High,Negative
Kelly Green,71.0,76235.4167964006,High,Neutral
Jill Jones,72.0,38731.49371616513,High,Negative
Mark Perez,49.0,22652.646944028314,Low,
Joshua Duarte,77.0,38455.59999935428,Low,Positive
Austin Sellers,71.0,43206.733986618274,High,Negative
Sandra Duke,74.0,63717.02453543271,Low,
Mrs. Angelica Lindsey,21.0,29074.362642046828,High,Negative
Kyle Conway,48.0,,Low,Positive
Mary Morse,52.0,81366.08643522047,Medium,Neutral
Hector Pineda,,60575.517612417505,Low,Neutral
Jeremy Allison,62.0,48354.65966201354,,
Laura Johnson,43.0,60427.38712148468,High,Negative
Andrew Ortiz,41.0,63922.94035304602,Low,Negative
Samantha Martin,72.0,25914.81504692076,Low,Positive
Charles Lara,44.0,57269.454223472974,Low,Negative
Donald Moore,66.0,53566.427611767365,Medium,Positive
Robert Brown,18.0,40338.00796757685,Low,Negative
John Mays,39.0,79252.29070920985,Low,Positive
Shannon Singh,53.0,67641.04097101626,High,Neutral
Stephanie Wolf,77.0,67664.69641297703,Low,Neutral
Steven Bauer,76.0,25920.281688272706,High,Positive
John Flynn,40.0,25309.780118029772,High,Negative
Erin Sullivan,66.0,63861.806599586984,High,Neutral
Laura Ferrell,67.0,77536.12975914842,Medium,Positive
Kevin Morgan,24.0,43348.59281282629,High,Positive
Amanda Ramirez,37.0,29906.8701691698,High,Positive
William Smith,36.0,40364.18179958601,Low,Negative
Amber Lewis,77.0,50214.50475527433,Low,Negative
David Park,41.0,59365.4085882898,Medium,Positive
Lauren Cross,20.0,31280.745237582843,Low,
Jeremiah Jones,,53659.39226789528,High,
Julie Downs,51.0,29403.85489974791,High,Positive
Melissa Goodwin,,61115.7790487677,High,Negative
John Wells,46.0,37881.54786442311,Low,
Keith Mccullough,19.0,,Low,
Valerie Reeves,34.0,21494.608283179587,Low,Negative
Tammy Russell,31.0,46781.926996213464,,Negative
Ashlee Henry,,51466.90683525408,Low,Negative
William Herman,45.0,59305.06709709818,High,Neutral
Eric Moran,38.0,39633.364055411264,Medium,
Robert Mcintosh,30.0,30998.110172261382,Medium,Negative
Travis Mercado,57.0,67195.15475036438,Medium,Positive
Victoria Cohen,46.0,56839.18001115421,High,
Caitlin Collins,67.0,52435.54682697012,,Negative
Patrick Keith,33.0,43711.06946498005,High,Positive
Jennifer Powell,32.0,53617.79365485905,Medium,Positive
Leslie Stone,24.0,,Medium,Negative
Devon Santiago,57.0,68745.67395880207,Low,Neutral
Jonathan Mata,53.0,30033.755400241123,High,
Kevin Castro,34.0,55716.73782764333,High,Neutral
Denise Jones,38.0,65465.84082333578,High,Neutral
Christopher Davis,35.0,49105.510643227266,Medium,
Cindy Patel,,40075.21304223201,High,Neutral
Susan Robertson,34.0,45985.765062597806,Medium,Negative
Wendy Brooks,33.0,62560.85726613025,Medium,Neutral
Paul Atkinson,26.0,50988.88201021301,High,Neutral
Elizabeth Rodriguez,66.0,54794.123611640476,High,Positive
Janice Aguirre,23.0,47111.246697853145,Medium,
Michael Jensen,74.0,58218.65936316928,Low,Neutral
Amy Taylor,40.0,39626.515634867756,Low,
Michael Jones,31.0,29028.07613663167,Low,Negative
David Martin MD,55.0,,High,
Nicole Baker,78.0,67989.90045029932,High,Neutral
Aaron Miller,55.0,50463.208814358084,Medium,
Adrian Spencer,45.0,41262.954305273975,Low,Neutral
Darren Shepherd,,86652.89250110034,High,
Bruce Ibarra,67.0,65886.49210703344,Low,
Clayton Little,56.0,30297.194654616906,Low,
Edward Olson,34.0,,High,Negative
April Brooks,26.0,23481.974936067665,Low,Neutral
Kendra Stevens,44.0,33581.70989487605,High,Neutral
Christian Ross,,57162.53243154748,High,
Michael Vaughn,27.0,37537.506238601185,Medium,Positive
Renee Burton,23.0,21343.19112723642,High,Positive
Craig Simmons,36.0,21127.383189496362,High,
Michele Davis,48.0,64251.958975452086,High,Positive
Stephen Carter,53.0,30942.1929345949,Low,Negative
Rebecca Montoya,,41770.737087591086,Medium,
Douglas Mitchell,,5252.956972684209,Medium,
Charles Lee,,37451.05868239663,High,
Vicki Jones,,45469.664414022984,Low,Negative
Robert Burnett,35.0,44995.31041878184,Low,Neutral
Ashley Sanchez,,,Medium,
Laura Gonzales,65.0,25344.462382463356,High,Negative
John Serrano,58.0,45078.06404871052,Low,Neutral
Sheila Case,51.0,44228.07314135817,High,Positive
Patrick Snyder,,96455.70377480878,High,Positive
Jeremy Wilson,64.0,49987.76997839986,High,Positive
Anna Wallace,18.0,,Low,Negative
Erik Cox,,33340.33850639121,Low,
Jason Mckay,,42391.83870927106,High,
Kimberly Jenkins,74.0,52282.65213583172,Low,
Cynthia Tyler,76.0,75917.83777494282,Low,Neutral
Katie Adams,47.0,46813.572263424074,Medium,
Alan Lee,76.0,38644.620652362035,High,Neutral
Brandon Moore,33.0,20293.279192402177,Medium,Negative
Scott Smith,44.0,50254.38125510827,High,Negative
Wendy Smith,37.0,57639.28799327582,Low,Neutral
Kevin Rhodes,,36269.691450780105,High,Neutral
Briana Flores,67.0,79816.3284823159,Low,Neutral
Melanie Griffin,65.0,48195.713309659186,Medium,
Karen Snyder,70.0,35778.82949286992,High,Positive
Alan Hayes,55.0,36289.029580031,Medium,Positive
Kelly May,65.0,51555.20367233045,High,Positive
Brian Young,55.0,50455.48253218189,Medium,
Maria Kennedy,75.0,48258.375972746326,High,Negative
Shawn Adams,65.0,39840.79508893125,Medium,Negative
William Gray,46.0,57919.539713552505,Low,Positive
Jocelyn Baker,62.0,49525.4023511468,Medium,Negative
Lisa Mclaughlin,44.0,59163.59062556394,High,Positive
Jose Lynch,31.0,,Medium,
Sharon Berg,41.0,54619.31506188792,Medium,Negative
Timothy Stewart,36.0,41166.46693744063,High,Positive
Antonio Johnson,59.0,50614.107403792426,Medium,Positive
Christine Hicks,65.0,37173.53589575392,Low,Positive
Mr. Scott Peterson,76.0,29899.246828417432,Low,
Kristin Taylor,62.0,55043.24791397118,,Negative
Darin Conner,31.0,38374.85239697752,Low,
Nicholas Roman,48.0,44083.590050078936,High,Negative
Keith Hatfield,36.0,37820.29477695775,High,Negative
Joshua Vargas,47.0,74405.20997223354,High,Positive
Tyrone Cardenas,,39058.81669412076,High,
Jay Salazar,73.0,45407.399539994185,Medium,Neutral
John Mills,76.0,57916.22235338246,Low,
Anthony Nguyen,54.0,36230.76945492054,Medium,
Kimberly Moore,40.0,24467.972366920425,Low,Negative
Nicholas Decker,59.0,47005.693606400746,Low,Neutral
Victoria Morgan,45.0,36102.4808903186,Low,
Christian Pena,52.0,53094.053132795074,Low,
Laura Johnson,79.0,48993.194277006165,High,Neutral
David Dickson,59.0,43628.17695102576,Medium,
Molly Gonzalez,58.0,38119.032501027585,Medium,
Michael Garrett DDS,40.0,67923.2389986348,Low,Positive
Brittany Atkinson,20.0,70285.2467353952,,Neutral
Becky Ortiz,,77944.60062565788,High,
Jennifer Nielsen,40.0,61457.29983310916,Medium,
Victoria Kelly,21.0,82276.63709020583,High,
Kyle Weaver,20.0,31851.326461354878,Low,
Billy Williams,64.0,29684.449831088135,High,Positive
Jessica Barnett,22.0,36987.51830975386,High,Neutral
Kevin Webb,73.0,62413.72247260133,Medium,Neutral
Drew Strickland,23.0,44833.709413076365,Medium,
Reginald King,76.0,27315.87184276121,Medium,Neutral
Dorothy Pena,76.0,50566.54025810971,Medium,
Michael Dixon,51.0,55230.03416059068,Medium,
Kayla Middleton,62.0,44548.98912559017,Low,
Daniel Johnson,19.0,50004.87719412717,High,Neutral
Brittney Maxwell,78.0,67323.57880779495,High,Negative
Darryl Allen,48.0,50783.07641602392,,Neutral
Michael Lucero,46.0,32395.61948666361,Low,Negative
Christopher Smith,43.0,39160.13254844257,Medium,Neutral
Pamela Caldwell,63.0,57663.91498494692,Low,
Stacy Lee,18.0,68952.57871122888,Medium,Negative
Mrs. Andrea Dunn DVM,49.0,43288.28227701684,Medium,
Anthony Phillips,42.0,5083.833224666312,Low,Negative
Sarah Johnson,40.0,36925.10011537696,High,Neutral
Alicia Taylor,48.0,40616.360886561306,Low,Neutral
Amanda Hopkins,19.0,20458.428352955492,High,Negative
George Stanley,57.0,31017.687135884597,Medium,
Tommy Bennett,54.0,40737.5999685243,Low,
Scott Wagner,34.0,58059.22902602641,Medium,Positive
Sierra Lee,35.0,39097.688028924786,Medium,
Kathleen Mullins,20.0,69486.39029791835,Medium,Positive
Christine Matthews,24.0,57099.19385559383,Medium,
Jennifer Harris,56.0,34984.10724175603,High,Neutral
Richard Cross,23.0,40809.02445180168,Low,Positive
Richard Thompson,43.0,58326.34263866639,High,Negative
Daniel Calhoun,67.0,57184.16367087115,Low,Neutral
Catherine Williams,24.0,43737.80828171106,High,Neutral
Jennifer Phillips,28.0,29326.486480310134,High,Neutral
Lori Stevens,38.0,79699.77838478473,Low,
Justin Martinez,,51956.9940706022,Low,Neutral
Christine Mendoza,69.0,75678.75408184988,High,
Christopher Wheeler,76.0,63002.77161099602,Low,
Casey Bowen,18.0,51034.28599657837,High,Neutral
Andrea Taylor DDS,57.0,37944.636996802015,Medium,Negative
Tiffany Lee,24.0,48427.104025240034,Low,Positive
Chad Garcia,77.0,39139.546274079024,,
Julie Harris,74.0,51440.6981530677,High,Neutral
Troy Mcintosh,39.0,56782.78710930974,Medium,Positive
Deborah Miles,32.0,42396.39069268255,Low,Neutral
Vicki Gonzalez,26.0,61378.58488952003,High,Neutral
Jennifer Castaneda,22.0,42669.402226719794,Low,Positive
Katrina Fisher,79.0,15689.145726918185,Medium,
Daniel Mathis,26.0,44961.86396394521,Low,
Daniel Anthony,25.0,45499.67058046926,Medium,
Brenda Patel,,81305.2706122857,Low,Neutral
Leslie Murphy,,31072.091305738817,High,Positive
Nicole Torres,36.0,61762.102862058666,Low,Neutral
Christopher Castillo,69.0,52248.52056157152,Low,Negative
Martha Scott,,53746.07203136385,Medium,Neutral
Nathan Rice,52.0,34224.72188187874,,Neutral
Kyle Richardson,33.0,30818.989488039737,High,
Gabriel Brown,47.0,29402.687563587024,High,Neutral
Michelle Gonzalez,63.0,45434.70099462679,Medium,Positive
Stacey Oliver,36.0,63707.80404989399,High,
Javier Carlson,61.0,40654.41778788126,Low,Positive
Jennifer Williams,63.0,52619.34233456157,High,
Matthew Bridges,45.0,35457.68656020377,Low,Negative
Jennifer Massey,77.0,77755.00516243801,Medium,Positive
Karen Brown,58.0,17322.18823778969,Low,Positive
Shawn Fowler,79.0,44384.57554820049,High,Positive
Tyler Powell,64.0,89941.46251673183,Low,
Karen Porter,31.0,23765.496754281514,Medium,Neutral
David Rodriguez,30.0,27245.18770812371,High,Negative
Kayla Thompson,56.0,21680.19419381135,Medium,Neutral
Kevin Johnson,35.0,41581.59429157799,Low,Negative
Carl Ramirez,,48156.255584326296,Low,
Alan Perkins,,37307.18686825656,Medium,Negative
Scott Richardson,,26225.47810114813,Low,
Jamie Wallace,,51642.61338163187,Low,Positive
Mrs. Joanna Perez,48.0,44175.91014903907,High,Positive
Paula Miller,62.0,38085.697470483676,Low,
Samuel Williams,79.0,45341.09989020503,,Positive
Danielle Spears,,67634.57843157134,Medium,
Keith Navarro,49.0,43705.229979709824,Low,
Eric Campbell,64.0,54885.69613102294,High,Positive
Robert Martin,71.0,78496.07624477407,Low,Neutral
Cheyenne Campbell,33.0,39664.90772942048,High,Positive
Alexis Taylor,25.0,59089.75954808444,Medium,
William Green,64.0,59807.30406185257,,Negative
Alexis Richardson,33.0,49138.055931494564,High,Negative
Kenneth Bennett,24.0,13593.006259160262,Low,Neutral
Jeremy Carrillo,27.0,11431.627486734127,High,Negative
Donna Mcmillan,,72896.15790451725,Medium,Neutral
Frederick Miller,38.0,25133.703613906673,High,Positive
Robert Nguyen,24.0,52957.124320616575,Low,Positive
Dave Evans,42.0,50614.538551420555,Medium,Neutral
Grant Zhang,,,Medium,Positive
Susan Lowe,42.0,58786.6109550325,High,
Nicholas White,53.0,69435.91167279478,High,Neutral
Tonya Baker,63.0,61251.483473667024,Medium,Negative
David Jacobs,71.0,28839.944911730006,Medium,
Cassidy Pierce,71.0,35686.114842834955,Low,Neutral
Cynthia Clark,77.0,44349.22308129842,High,Negative
Scott Chapman,37.0,40740.25969402277,Medium,Positive
Mary Gilbert,78.0,44485.84754649053,Medium,
Michelle Castillo,64.0,56889.954097707465,Low,Negative
Jennifer White,33.0,51559.104159422124,Medium,Neutral
Joshua Sutton,71.0,63737.08314843397,Medium,
Hannah Taylor,66.0,53249.7839538722,Medium,Positive
David Murphy,,,Medium,Negative
Beverly Armstrong,29.0,37207.1258054962,High,Positive
Angela Bennett,78.0,62199.05187476662,Medium,
Kenneth Thompson,21.0,65944.41842069152,Low,Positive
Jeffrey Green,31.0,73961.55069238889,Medium,Neutral
Marie Robinson,46.0,46547.21625096843,High,Positive
Stephen Hughes,57.0,66368.96621425243,Medium,Neutral
Michelle Hines,34.0,67701.47811780435,Low,Positive
Todd Cook,71.0,33586.55626782619,Low,
David Stone,,56351.9870190974,High,Neutral
Alec Michael,74.0,30359.155103426736,High,Positive
Richard Thomas,38.0,46400.193560260734,Medium,Negative
Meagan Hatfield,52.0,51546.11418073196,Low,Neutral
Kimberly Jones,36.0,58035.199886737544,,
Anthony Gonzales,48.0,50176.82042916247,Medium,Negative
Sarah Schneider,47.0,51600.46783639834,Medium,Negative
Tracy Bowman,51.0,,Medium,Negative
Brianna Alvarez,53.0,28769.561616794515,Medium,Neutral
Todd Williams,58.0,43481.6033661104,Medium,Neutral
Valerie White,36.0,,High,Positive
Grant Watkins,35.0,20683.374984255614,Low,Positive
Cynthia Gonzalez,21.0,49815.505595460185,High,Neutral
Isaac Adams,62.0,20192.81513880484,High,
Brooke Atkins,30.0,42755.654445884495,Low,
Dale Davis,38.0,53004.23659401671,High,Neutral
Benjamin Dodson,40.0,77898.71792661306,Medium,
Jack Owens,78.0,42731.60610976818,Low,Neutral
Brandon Rhodes,24.0,22224.19737408168,Low,
Tiffany Barrera,29.0,47598.56176986104,Medium,
Ronald Gibbs,44.0,43471.460490508245,Low,Negative
